id,catalog_number,key1,key2,description
2930955,4821.101.104.M00738,FRX650*2+316,FRX,Ringspann 4821.101.104.M00738 FRX650*2+316 CAM CLUTCH
2930954,4821.101.104.M00737,FRX650*2,FRX,Ringspann 4821.101.104.M00737 FRX650*2 CAM CLUTCH
2930953,4821.101.104.M00735,FRX650*1+1516,FRX,Ringspann 4821.101.104.M00735 FRX650*1+1516 CAM CLUTCH
2930952,4821.101.104.055h43,FRX650*55MM,FRX,Ringspann 4821.101.104.055h43 FRX650*55MM CAM CLUTCH
2930951,4821.082.129.M00736,FRZ600*2,FRZ,Ringspann 4821.082.129.M00736 FRZ600*2 CAM CLUTCH
2930950,4821.082.129.M00509,FRZ600*1+14,FRZ,Ringspann 4821.082.129.M00509 FRZ600*1+14 CAM CLUTCH
2930949,4821.082.125.M00736,FRS600*2,FRS,Ringspann 4821.082.125.M00736 FRS600*2 CAM CLUTCH
2930948,4821.082.125.M00733,FRS600*1+1516,FRS,Ringspann 4821.082.125.M00733 FRS600*1+1516 CAM CLUTCH
2930947,4821.082.125.M00732,FRS600*1+78,FRS,Ringspann 4821.082.125.M00732 FRS600*1+78 CAM CLUTCH
2930946,4821.082.125.M00731,FRS600*1+1116,FRS,Ringspann 4821.082.125.M00731 FRS600*1+1116 CAM CLUTCH
2930945,4821.082.125.M00729,FRS600*1+58,FRS,Ringspann 4821.082.125.M00729 FRS600*1+58 CAM CLUTCH
2930944,4821.082.125.M00727,FRS600*1+12,FRS,Ringspann 4821.082.125.M00727 FRS600*1+12 CAM CLUTCH
2930943,4821.082.125.M00726,FRS600*1+716,FRS,Ringspann 4821.082.125.M00726 FRS600*1+716 CAM CLUTCH
2930942,4821.082.125.M00509,FRS600*1+14,FRS,Ringspann 4821.082.125.M00509 FRS600*1+14 CAM CLUTCH
2930941,4821.082.125.M00433,FRS600*1+34,FRS,Ringspann 4821.082.125.M00433 FRS600*1+34 CAM CLUTCH
2930940,4821.082.125.050h38,FRS600*50MM,FRS,Ringspann 4821.082.125.050h38 FRS600*50MM CAM CLUTCH
2930939,4821.082.125.048h38,FRS600*48MM,FRS,Ringspann 4821.082.125.048h38 FRS600*48MM CAM CLUTCH
2930938,4821.082.125.045h38,FRS600*45MM,FRS,Ringspann 4821.082.125.045h38 FRS600*45MM CAM CLUTCH
2930937,4821.082.125.040h33,FRS600*40MM,FRS,Ringspann 4821.082.125.040h33 FRS600*40MM CAM CLUTCH
2930936,4821.082.120.M00897,FRSG600*1+1516,FRSG,Ringspann 4821.082.120.M00897 FRSG600*1+1516 CAM CLUTCH
2930935,4821.082.120.M00736,FRSG600*2,FRSG,Ringspann 4821.082.120.M00736 FRSG600*2 CAM CLUTCH
2930934,4821.082.120.M00733,FRSG600*1+1516,FRSG,Ringspann 4821.082.120.M00733 FRSG600*1+1516 CAM CLUTCH
2930933,4821.082.120.M00732,FRSG600*1+78,FRSG,Ringspann 4821.082.120.M00732 FRSG600*1+78 CAM CLUTCH
2930932,4821.082.120.M00729,FRSG600*1+58,FRSG,Ringspann 4821.082.120.M00729 FRSG600*1+58 CAM CLUTCH
2930931,4821.082.120.M00727,FRSG600*1+12,FRSG,Ringspann 4821.082.120.M00727 FRSG600*1+12 CAM CLUTCH
2930930,4821.082.120.M00725,FRSG600*1+38,FRSG,Ringspann 4821.082.120.M00725 FRSG600*1+38 CAM CLUTCH
2930929,4821.082.120.M00509,FRSG600*1+14,FRSG,Ringspann 4821.082.120.M00509 FRSG600*1+14 CAM CLUTCH
2930928,4821.082.120.M00433,FRSG600*1+34,FRSG,Ringspann 4821.082.120.M00433 FRSG600*1+34 CAM CLUTCH
2930927,4821.082.120.050h38,FRSG600*50MM,FRSG,Ringspann 4821.082.120.050h38 FRSG600*50MM CAM CLUTCH
2930926,4821.082.120.048h38,FRSG600*48MM,FRSG,Ringspann 4821.082.120.048h38 FRSG600*48MM CAM CLUTCH
2930925,4821.082.120.045h38,FRSG600*45MM,FRSG,Ringspann 4821.082.120.045h38 FRSG600*45MM CAM CLUTCH
2930924,4821.076.104.M00997,FRX600*1+34,FRX,Ringspann 4821.076.104.M00997 FRX600*1+34 CAM CLUTCH
2930923,4821.076.104.M00737,FRX600*2,FRX,Ringspann 4821.076.104.M00737 FRX600*2 CAM CLUTCH
2930922,4821.076.104.M00733,FRX600*1+1516,FRX,Ringspann 4821.076.104.M00733 FRX600*1+1516 CAM CLUTCH
2930921,4821.076.104.M00731,FRX600*1+1116,FRX,Ringspann 4821.076.104.M00731 FRX600*1+1116 CAM CLUTCH
2930920,4821.076.104.M00729,FRX600*1+58,FRX,Ringspann 4821.076.104.M00729 FRX600*1+58 CAM CLUTCH
2930919,4821.076.104.M00727,FRX600*1+12,FRX,Ringspann 4821.076.104.M00727 FRX600*1+12 CAM CLUTCH
2930918,4821.076.104.M00726,FRX600*1+716,FRX,Ringspann 4821.076.104.M00726 FRX600*1+716 CAM CLUTCH
2930917,4821.076.104.M00433,FRX600*1+34,FRX,Ringspann 4821.076.104.M00433 FRX600*1+34 CAM CLUTCH
2930916,4821.072.121.M00727,FRZ550*1+12,FRZ,Ringspann 4821.072.121.M00727 FRZ550*1+12 CAM CLUTCH
2930915,4821.072.116.M00984,FRSG550*1501,FRSG,Ringspann 4821.072.116.M00984 FRSG550*1501 CAM CLUTCH Bore: 1.501/1.502^
2930914,4821.072.116.M00730,FRSG550*1+58,FRSG,Ringspann 4821.072.116.M00730 FRSG550*1+58 CAM CLUTCH
2930913,4821.072.116.M00727,FRSG550*1+12,FRSG,Ringspann 4821.072.116.M00727 FRSG550*1+12 CAM CLUTCH
2930912,4821.072.116.M00509,FRSG550*1+14,FRSG,Ringspann 4821.072.116.M00509 FRSG550*1+14 CAM CLUTCH
2930911,4821.072.116.042h22,FRSG550*42MM,FRSG,Ringspann 4821.072.116.042h22 FRSG550*42MM CAM CLUTCH
2930910,4821.072.116.035h33,FRSG550*35MM,FRSG,Ringspann 4821.072.116.035h33 FRSG550*35MM CAM CLUTCH
2930909,4821.072.116.035f33,FRSG550*35MM,FRSG,Ringspann 4821.072.116.035f33 FRSG550*35MM CAM CLUTCH Nickel Plate
2930908,4821.072.116.030h33,FRSG550*30MM,FRSG,Ringspann 4821.072.116.030h33 FRSG550*30MM CAM CLUTCH
2930907,4821.072.113.M00771,FRS550*1+38,FRS,Ringspann 4821.072.113.M00771 FRS550*1+38 CAM CLUTCH
2930906,4821.072.113.M00730,FRS550*1+58,FRS,Ringspann 4821.072.113.M00730 FRS550*1+58 CAM CLUTCH
2930905,4821.072.113.M00728,FRS550*1+916,FRS,Ringspann 4821.072.113.M00728 FRS550*1+916 CAM CLUTCH
2930904,4821.072.113.M00727,FRS550*1+12,FRS,Ringspann 4821.072.113.M00727 FRS550*1+12 CAM CLUTCH
2930903,4821.072.113.M00726,FRS550*1+716,FRS,Ringspann 4821.072.113.M00726 FRS550*1+716 CAM CLUTCH
2930902,4821.072.113.M00509,FRS550*1+14,FRS,Ringspann 4821.072.113.M00509 FRS550*1+14 CAM CLUTCH
2930901,4821.066.107.M00730,FRX,FRX,Ringspann 4821.066.107.M00730 FRX 550*1+58 W/ #10 TA KIT BACKSTOP AND TORQUE ARM
2930900,4821.066.107.M00727,FRX,FRX,Ringspann 4821.066.107.M00727 FRX 550*1+12 W/ #10 TA KIT BACKSTOP AND TORQUE ARM
2930899,4821.066.107.M00723,FRX,FRX,Ringspann 4821.066.107.M00723 FRX 550*1+18 W/ #10 TA KIT BACKSTOP AND TORQUE ARM
2930898,4821.066.107.M00509,FRX,FRX,Ringspann 4821.066.107.M00509 FRX 550*1+14 W/ #10 TA KIT BACKSTOP AND TORQUE ARM
2930897,4821.066.107.042h22,FRX,FRX,Ringspann 4821.066.107.042h22 FRX 550*42mm W/ #10 TA KIT BACKSTOP AND TORQUE ARM
2930896,4821.066.107.038h33,FRX,FRX,Ringspann 4821.066.107.038h33 FRX 550*38mm W/ #10 TA KIT BACKSTOP AND TORQUE ARM
2930895,4821.066.107.030h33,FRX,FRX,Ringspann 4821.066.107.030h33 FRX 550*30mm W/ #10 TA KIT BACKSTOP AND TORQUE ARM
2930894,4821.066.107.028h33,FRX,FRX,Ringspann 4821.066.107.028h33 FRX 550*28mm W/ #10 TA KIT BACKSTOP AND TORQUE ARM
2930893,4821.066.104.M00730,FRX550*1+58,FRX,Ringspann 4821.066.104.M00730 FRX550*1+58 CAM CLUTCH
2930892,4821.066.104.M00727,FRX550*1+12,FRX,Ringspann 4821.066.104.M00727 FRX550*1+12 CAM CLUTCH
2930891,4821.057.113.M00509,FRZ500*1+14,FRZ,Ringspann 4821.057.113.M00509 FRZ500*1+14 CAM CLUTCH
2930890,4821.057.113.032h24,FRZ500*32MM,FRZ,Ringspann 4821.057.113.032h24 FRZ500*32MM CAM CLUTCH
2930889,4821.057.111.M01007,FRSG500*1251,FRSG,Ringspann 4821.057.111.M01007 FRSG500*1251 CAM CLUTCH
2930888,4821.057.111.M00844,FRSG500*118,FRSG,Ringspann 4821.057.111.M00844 FRSG500*118 CAM CLUTCH
2930887,4821.057.111.M00724,FRSG500*1+38,FRSG,Ringspann 4821.057.111.M00724 FRSG500*1+38 CAM CLUTCH
2930886,4821.057.111.M00723,FRSG500*1+18,FRSG,Ringspann 4821.057.111.M00723 FRSG500*1+18 CAM CLUTCH
2930885,4821.057.111.M00722,FRSG500*1,FRSG,Ringspann 4821.057.111.M00722 FRSG500*1 CAM CLUTCH
2930884,4821.057.111.M00521,FRSG500*78,FRSG,Ringspann 4821.057.111.M00521 FRSG500*78 CAM CLUTCH
2930883,4821.057.111.M00509,FRSG500*1+14,FRSG,Ringspann 4821.057.111.M00509 FRSG500*1+14 CAM CLUTCH
2930882,4821.057.111.032h24,FRSG500*32MM,FRSG,Ringspann 4821.057.111.032h24 FRSG500*32MM CAM CLUTCH
2930881,4821.057.109.M01093,FRS500*.999,FRS,Ringspann 4821.057.109.M01093 FRS500*.999 CAM CLUTCH Bore: .999^
2930880,4821.057.109.M00939,FRS500*1+316,FRS,Ringspann 4821.057.109.M00939 FRS500*1+316 CAM CLUTCH
2930879,4821.057.109.M00724,FRS500*1+38,FRS,Ringspann 4821.057.109.M00724 FRS500*1+38 CAM CLUTCH
2930878,4821.057.109.M00723,FRS500*1+18,FRS,Ringspann 4821.057.109.M00723 FRS500*1+18 CAM CLUTCH
2930877,4821.057.109.M00722,FRS500*1,FRS,Ringspann 4821.057.109.M00722 FRS500*1 CAM CLUTCH
2930876,4821.057.109.M00521,FRS500*78,FRS,Ringspann 4821.057.109.M00521 FRS500*78 CAM CLUTCH
2930875,4821.057.109.M00509,FRS500*1+14,FRS,Ringspann 4821.057.109.M00509 FRS500*1+14 CAM CLUTCH
2930874,4821.057.109.030h33,FRS500*30MM,FRS,Ringspann 4821.057.109.030h33 FRS500*30MM CAM CLUTCH
2930873,4821.057.109.025h23,FRS500*25MM,FRS,Ringspann 4821.057.109.025h23 FRS500*25MM CAM CLUTCH
2930872,4821.057.109.020h28,FRS500*20MM,FRS,Ringspann 4821.057.109.020h28 FRS500*20MM CAM CLUTCH
2930871,4821.051.108.M00724,FRX500*1+38,FRX,Ringspann 4821.051.108.M00724 FRX500*1+38 CAM CLUTCH
2930870,4821.051.108.M00723,FRX500*1+18,FRX,Ringspann 4821.051.108.M00723 FRX500*1+18 CAM CLUTCH
2930869,4821.051.108.M00722,FRX500*1,FRX,Ringspann 4821.051.108.M00722 FRX500*1 CAM CLUTCH
2930868,4821.051.108.M00509,FRX500*1+14,FRX,Ringspann 4821.051.108.M00509 FRX500*1+14 CAM CLUTCH
2930867,4821.051.108.030h33,FRX500*30MM,FRX,Ringspann 4821.051.108.030h33 FRX500*30MM CAM CLUTCH
2930866,4821.044.119.M00720,FRSG400*34,FRSG,Ringspann 4821.044.119.M00720 FRSG400*34 CAM CLUTCH
2930865,4821.044.119.M00719,FRSG400*58,FRSG,Ringspann 4821.044.119.M00719 FRSG400*58 CAM CLUTCH
2930864,4821.044.119.M00718,FRSG400*12,FRSG,Ringspann 4821.044.119.M00718 FRSG400*12 CAM CLUTCH
2930863,4821.044.119.M00521,FRSG400*78,FRSG,Ringspann 4821.044.119.M00521 FRSG400*78 CAM CLUTCH
2930862,4821.044.119.022h28,FRSG400*22MM,FRSG,Ringspann 4821.044.119.022h28 FRSG400*22MM CAM CLUTCH
2930861,4821.044.118.M00720,FRZ400*34,FRZ,Ringspann 4821.044.118.M00720 FRZ400*34 CAM CLUTCH
2930860,4821.044.118.M00521,FRZ400*78,FRZ,Ringspann 4821.044.118.M00521 FRZ400*78 CAM CLUTCH
2930859,4821.044.117.M00723,FRS450*1+18,FRS,Ringspann 4821.044.117.M00723 FRS450*1+18 CAM CLUTCH
2930858,4821.044.117.M00722,FRS450*1,FRS,Ringspann 4821.044.117.M00722 FRS450*1 CAM CLUTCH
2930857,4821.044.117.M00720,FRS450*34,FRS,Ringspann 4821.044.117.M00720 FRS450*34 CAM CLUTCH
2930856,4821.044.117.025h33,FRS450*25MM,FRS,Ringspann 4821.044.117.025h33 FRS450*25MM CAM CLUTCH
2930855,4821.044.116.M00720,FRS400*34,FRS,Ringspann 4821.044.116.M00720 FRS400*34 CAM CLUTCH
2930854,4821.044.116.M00718,FRS400*12,FRS,Ringspann 4821.044.116.M00718 FRS400*12 CAM CLUTCH
2930853,4821.044.116.M00521,FRS400*78,FRS,Ringspann 4821.044.116.M00521 FRS400*78 CAM CLUTCH
2930852,4821.044.116.022h28,FRS400*22MM,FRS,Ringspann 4821.044.116.022h28 FRS400*22MM CAM CLUTCH
2930851,4821.044.116.019h28,FRS400*19MM,FRS,Ringspann 4821.044.116.019h28 FRS400*19MM CAM CLUTCH
2930850,4821.044.116.018h28,FRS400*18MM,FRS,Ringspann 4821.044.116.018h28 FRS400*18MM CAM CLUTCH
2930849,4821.044.113.M01055,FRSG450*1,FRSG,Ringspann 4821.044.113.M01055 FRSG450*1 CAM CLUTCH Bore: 1.0010/1.0025^
2930848,4821.044.113.M00985,FRSG450,FRSG,Ringspann 4821.044.113.M00985 FRSG450 CAM CLUTCH Bore: 1.1225/1.126^
2930847,4821.044.113.M00723,FRSG450*1+18,FRSG,Ringspann 4821.044.113.M00723 FRSG450*1+18 CAM CLUTCH
2930846,4821.044.113.M00720,FRSG450*34,FRSG,Ringspann 4821.044.113.M00720 FRSG450*34 CAM CLUTCH
2930845,4821.044.113.025h33,FRSG450*25MM,FRSG,Ringspann 4821.044.113.025h33 FRSG450*25MM CAM CLUTCH
2930844,4821.038.106.M00720,FRX400*34,FRX,Ringspann 4821.038.106.M00720 FRX400*34 CAM CLUTCH
2930843,4821.038.106.M00521,FRX400*78,FRX,Ringspann 4821.038.106.M00521 FRX400*78 CAM CLUTCH
2930842,4821.037.196.M00521,FRSG350*78,FRSG,Ringspann 4821.037.196.M00521 FRSG350*78 CAM CLUTCH
2930841,4821.037.195.M00720,FRS300*34,FRS,Ringspann 4821.037.195.M00720 FRS300*34 CAM CLUTCH
2930840,4821.037.195.M00719,FRS300*58,FRS,Ringspann 4821.037.195.M00719 FRS300*58 CAM CLUTCH
2930839,4821.037.195.M00718,FRS300*12,FRS,Ringspann 4821.037.195.M00718 FRS300*12 CAM CLUTCH
2930838,4821.037.195.022h16,FRS300*22MM,FRS,Ringspann 4821.037.195.022h16 FRS300*22MM CAM CLUTCH
2930837,3677.165.001.000000,BWX134034,BWX,Ringspann 3677.165.001.000000 BWX134034 BW DOUBLE CAGE SPRAG FREEWHEEL
2930836,3677.123.002.000000,BWX133403A,BWX,Ringspann 3677.123.002.000000 BWX133403A BW DOUBLE CAGE SPRAG FREEWHEEL
2930835,3677.117.601.000000,BWX13236,BWX,Ringspann 3677.117.601.000000 BWX13236 BW DOUBLE CAGE SPRAG FREEWHEEL
2930834,3677.103.601.000000,BWX13261A,BWX,Ringspann 3677.103.601.000000 BWX13261A BW DOUBLE CAGE SPRAG FREEWHEEL
2930833,3677.085.001.000000,BWX134008A,BWX,Ringspann 3677.085.001.000000 BWX134008A BW DOUBLE CAGE SPRAG FREEWHEEL
2930832,3677.083.601.000000,BWX138316,BWX,Ringspann 3677.083.601.000000 BWX138316 BW DOUBLE CAGE SPRAG FREEWHEEL
2930831,3677.079.602.000000,BWX137322,BWX,Ringspann 3677.079.602.000000 BWX137322 BW DOUBLE CAGE SPRAG FREEWHEEL
2930830,3677.072.601.000000,BWX1310080,BWX,Ringspann 3677.072.601.000000 BWX1310080 BW DOUBLE CAGE SPRAG FREEWHEEL
2930829,3677.072.002.000000,BWX134012,BWX,Ringspann 3677.072.002.000000 BWX134012 BW DOUBLE CAGE SPRAG FREEWHEEL
2930828,3677.072.001.000000,BWX13168,BWX,Ringspann 3677.072.001.000000 BWX13168 BW DOUBLE CAGE SPRAG FREEWHEEL
2930827,3677.057.001.000000,BWX136324,BWX,Ringspann 3677.057.001.000000 BWX136324 BW CAGE SPRAG FREEWHEEL
2930826,3677.054.602.000000,BWX1310147,BWX,Ringspann 3677.054.602.000000 BWX1310147 BW DOUBLE CAGE SPRAG FREEWHEEL
2930825,3677.054.601.000000,BWX1310226,BWX,Ringspann 3677.054.601.000000 BWX1310226 BW CAGE SPRAG FREEWHEEL
2930824,3677.054.004.000000,BWX133780,BWX,Ringspann 3677.054.004.000000 BWX133780 BW DOUBLE CAGE SPRAG FREEWHEEL
2930823,3677.054.003.000000,BWX136709,BWX,Ringspann 3677.054.003.000000 BWX136709 BW DOUBLE CAGE SPRAG FREEWHEEL
2930822,3677.054.001.000000,BWX1310172,BWX,Ringspann 3677.054.001.000000 BWX1310172 BW CAGE SPRAG FREEWHEEL
2930821,3677.049.602.000000,BWX1310003,BWX,Ringspann 3677.049.602.000000 BWX1310003 BW DOUBLE CAGE SPRAG FREEWHEEL
2930820,3677.049.601.000000,BWX133339,BWX,Ringspann 3677.049.601.000000 BWX133339 BW DOUBLE CAGE SPRAG FREEWHEEL
2930819,3677.049.001.000000,BWX137222,BWX,Ringspann 3677.049.001.000000 BWX137222 BW CAGE SPRAG FREEWHEEL
2930818,3677.044.601.000000,BWX132909A,BWX,Ringspann 3677.044.601.000000 BWX132909A BW DOUBLE CAGE SPRAG FREEWHEEL
2930817,3677.041.601.000000,BWX1310145,BWX,Ringspann 3677.041.601.000000 BWX1310145 BW DOUBLE CAGE SPRAG FREEWHEEL
2930816,3677.038.601.000000,BWX133392,BWX,Ringspann 3677.038.601.000000 BWX133392 BW DOUBLE CAGE SPRAG FREEWHEEL
2930815,3677.027.001.000000,BWX13143A,BWX,Ringspann 3677.027.001.000000 BWX13143A BW DOUBLE CAGE SPRAG FREEWHEEL
2930814,3677.022.601.000000,BWX133590A,BWX,Ringspann 3677.022.601.000000 BWX133590A BW DOUBLE CAGE SPRAG FREEWHEEL
2930813,3662.100.133.000000,CFHTR,CFHTR,Ringspann 3662.100.133.000000 CFHTR SPRAG CHAIN ROLL OF 100 LINKS
2930812,3662.100.113.000000,CFHTH,CFHTH,Ringspann 3662.100.113.000000 CFHTH SPRAG CHAIN ROLL OF 100 LINKS
2930811,3662.002.102.000000,CFHL,CFHL,Ringspann 3662.002.102.000000 CFHL SPRAG CHAIN ROLL OF 50 DOUBLE LINKS
2930810,3662.002.101.000000,CFHR,CFHR,Ringspann 3662.002.101.000000 CFHR SPRAG CHAIN ROLL OF 50 DOUBLE LINKS
2930809,3662.001.100.000000,CFHH,CFHH,Ringspann 3662.001.100.000000 CFHH SPRAG CHAIN ROLL OF 100 LINKS
2930808,3661.001.100.000000,CZ,CZ,Ringspann 3661.001.100.000000 CZ SPRAG CHAIN ROLL OF 100 LINKS
2930807,2838.170.002.000000,TORQUEARM800,TORQUEARM,Ringspann 2838.170.002.000000 TORQUEARM800 TORQUE ARM
2930806,2838.127.003.000000,TORQUEARM750,TORQUEARM,Ringspann 2838.127.003.000000 TORQUEARM750 TORQUE ARM
2930805,2838.127.002.000000,TORQUEARM700,TORQUEARM,Ringspann 2838.127.002.000000 TORQUEARM700 TORQUE ARM
2930804,2838.107.002.000000,TORQUEARM650,TORQUEARM,Ringspann 2838.107.002.000000 TORQUEARM650 TORQUE ARM
2930803,2838.082.001.000000,TORQUEARM600,TORQUEARM,Ringspann 2838.082.001.000000 TORQUEARM600 TORQUE ARM
2930802,2838.072.001.000000,TORQUEARM550,TORQUEARM,Ringspann 2838.072.001.000000 TORQUEARM550 TORQUE ARM
2930801,2838.057.000.000000,TORQUEARM500,TORQUEARM,Ringspann 2838.057.000.000000 TORQUEARM500 TORQUE ARM
2930800,2838.044.001.000000,TORQUEARM400450,TORQUEARM,Ringspann 2838.044.001.000000 TORQUEARM400450 TORQUE ARM
2930799,2838.037.001.000000,TORQUEARM300,TORQUEARM,Ringspann 2838.037.001.000000 TORQUEARM300 TORQUE ARM
2930798,4871.105.702.095K00,FDE105CFR*95MM,FDE,Ringspann 4871.105.702.095K00 FDE105CFR*95MM CAM CLUTCH
2930797,4871.105.102.080H54,FDN105CFR,FDN,Ringspann 4871.105.102.080H54 FDN105CFR CAM CLUTCH
2930796,4871.105.101.080H54,FDN105CFP,FDN,Ringspann 4871.105.101.080H54 FDN105CFP CAM CLUTCH
2930795,4871.105.100.075h49,FDN105CFH*75MM,FDN,Ringspann 4871.105.100.075h49 FDN105CFH*75MM FREEWHEEL CAM CLUTCH
2930794,4871.080.102.060h44,FDN80CFR*60MM,FDN,Ringspann 4871.080.102.060h44 FDN80CFR*60MM FREEWHEEL CAM CLUTCH
2930793,4871.080.102.050h38,FDN80CFR*50MM,FDN,Ringspann 4871.080.102.050h38 FDN80CFR*50MM FREEWHEEL CAM CLUTCH
2930792,4871.080.102.035h33,FDN80CFR*35MM,FDN,Ringspann 4871.080.102.035h33 FDN80CFR*35MM FREEWHEEL CAM CLUTCH
2930791,4871.080.101.050h38,FDN80CFP*50MM,FDN,Ringspann 4871.080.101.050h38 FDN80CFP*50MM FREEWHEEL CAM CLUTCH
2930790,4871.080.100.060h44,FDN80CFH*60MM,FDN,Ringspann 4871.080.100.060h44 FDN80CFH*60MM FREEWHEEL CAM CLUTCH
2930789,4871.065.102.M00726,FDN65CFR*1427,FDN,Ringspann 4871.065.102.M00726 FDN65CFR*1427 FREEWHEEL CAM CLUTCH
2930788,4871.065.102.050h21,FDN65CFR*50MM,FDN,Ringspann 4871.065.102.050h21 FDN65CFR*50MM FREEWHEEL CAM CLUTCH
2930787,4871.065.101.040H33,FDN65CFP,FDN,Ringspann 4871.065.101.040H33 FDN65CFP CAM CLUTCH
2930786,4871.065.100.040H33,FDN65CFH,FDN,Ringspann 4871.065.100.040H33 FDN65CFH CAM CLUTCH
2930785,4871.050.702.045k00,FDE50CFR*45MM,FDE,Ringspann 4871.050.702.045k00 FDE50CFR*45MM FREEWHEEL CAM CLUTCH
2930784,4871.050.102.035h33,FDN50CFR*35MM,FDN,Ringspann 4871.050.102.035h33 FDN50CFR*35MM FREEWHEEL CAM CLUTCH
2930783,4871.050.101.030H33,FDN50CFP,FDN,Ringspann 4871.050.101.030H33 FDN50CFP CAM CLUTCH
2930782,4871.050.100.M00941,FDN50CFH,FDN,Ringspann 4871.050.100.M00941 FDN50CFH CAM CLUTCH
2930781,4871.050.100.035h33,FDN50CFH*35MM,FDN,Ringspann 4871.050.100.035h33 FDN50CFH*35MM FREEWHEEL CAM CLUTCH
2930780,4871.050.100.030h33,FDN50CFH*30MM,FDN,Ringspann 4871.050.100.030h33 FDN50CFH*30MM FREEWHEEL CAM CLUTCH
2930779,4871.040.102.025H33,FDN40CFR,FDN,Ringspann 4871.040.102.025H33 FDN40CFR CAM CLUTCH
2930778,4871.040.101.025H33,FDN40CFP,FDN,Ringspann 4871.040.101.025H33 FDN40CFP CAM CLUTCH
2930777,4871.040.100.025H33,FDN40CFH,FDN,Ringspann 4871.040.100.025H33 FDN40CFH CAM CLUTCH
2930776,4871.030.102.020H16,FDN30CFR,FDN,Ringspann 4871.030.102.020H16 FDN30CFR FREEWHEEL CAM CLUTCH
2930775,4871.030.101.020H16,FDN30CFP,FDN,Ringspann 4871.030.101.020H16 FDN30CFP CAM CLUTCH
2930774,4871.030.100.020H16,FDN30CFH,FDN,Ringspann 4871.030.100.020H16 FDN30CFH CAM CLUTCH
2930773,4871.025.102.000000,FDN25CFR,FDN,Ringspann 4871.025.102.000000 FDN25CFR CAM CLUTCH
2930772,4871.025.101.015H23,FDN25CFP,FDN,Ringspann 4871.025.101.015H23 FDN25CFP CAM CLUTCH
2930771,4871.025.100.015H23,FDN25CFH,FDN,Ringspann 4871.025.100.015H23 FDN25CFH CAM CLUTCH
2930770,4871.020.102.012h18,FDN20CFR,FDN,Ringspann 4871.020.102.012h18 FDN20CFR CAM CLUTCH
2930769,4871.020.101.012h18,FDN20CFP,FDN,Ringspann 4871.020.101.012h18 FDN20CFP CAM CLUTCH
2930768,4871.015.102.008h10,FDN15CFR,FDN,Ringspann 4871.015.102.008h10 FDN15CFR CAM CLUTCH
2930767,4871.015.101.008H10,FDN15CFP,FDN,Ringspann 4871.015.101.008H10 FDN15CFP CAM CLUTCH
2930765,4871.015.100.008H10,FDN15CFH,FDN,Ringspann 4871.015.100.008H10 FDN15CFH CAM CLUTCH
